stock,top5_buyers,top5_sellers,net_volume,daily_summary
MSKY,"• RG | 13.0k | 97.50mio | Avg: 75 | Bandar
• XA | 10.9k | 90.42mio | Avg: 83 | Bandar
• NI | 11.2k | 85.32mio | Avg: 78 | Bandar
• KK | 10.1k | 79.51mio | Avg: 79 | Bandar
• YP | 9.0k | 69.85mio | Avg: 77 | Mix","• XL | 46.5k | 348.40mio | Avg: 75 | Retail
• GR | 14.5k | 111.64mio | Avg: 77 | Bandar
• YB | 11.6k | 86.77mio | Avg: 75 | Retail
• CC | 6.1k | 50.38mio | Avg: 82 | Mix
• AI | 6.0k | 48.00mio | Avg: 80 | Bandar",-30518,"Buyer: Bandar 83%, Seller: Retail 69%"
NISP,"• AO | 15.0k | 2.03bio | Avg: 1.356 | Bandar
• TP | 12.1k | 1.65bio | Avg: 1.360 | Bandar
• ZP | 9.3k | 1.30bio | Avg: 1.390 | Bandar
• CP | 5.6k | 800.57mio | Avg: 1.417 | Mix
• AK | 5.2k | 718.14mio | Avg: 1.394 | Bandar","• YP | 19.5k | 2.71bio | Avg: 1.391 | Mix
• RF | 9.6k | 1.37bio | Avg: 1.435 | Bandar
• NI | 7.8k | 1.10bio | Avg: 1.403 | Bandar
• BK | 6.2k | 846.10mio | Avg: 1.385 | Bandar
• LG | 3.8k | 528.11mio | Avg: 1.376 | Bandar",343,"Buyer: Bandar 88%, Seller: Bandar 58%"
PALM,"• AZ | 16.8k | 644.93mio | Avg: 384 | Retail
• YP | 5.7k | 215.95mio | Avg: 382 | Mix
• GR | 3.6k | 129.66mio | Avg: 356 | Bandar
• KK | 2.7k | 106.37mio | Avg: 388 | Bandar
• MU | 2.4k | 90.71mio | Avg: 375 | Bandar","• PD | 18.3k | 656.79mio | Avg: 360 | Mix
• IF | 12.1k | 474.70mio | Avg: 393 | Mix
• KI | 7.9k | 301.38mio | Avg: 380 | Bandar
• CC | 2.4k | 101.96mio | Avg: 397 | Mix
• CP | 2.5k | 96.12mio | Avg: 389 | Mix",-11936,"Buyer: Retail 54%, Seller: Mix 82%"
PANS,"• DH | 937 | 136.61mio | Avg: 1.458 | Bandar
• NI | 781 | 120.27mio | Avg: 1.540 | Bandar
• XL | 367 | 54.39mio | Avg: 1.482 | Retail
• TP | 296 | 43.96mio | Avg: 1.485 | Bandar
• LG | 50 | 7.70mio | Avg: 1.540 | Bandar","• PD | 669 | 102.22mio | Avg: 1.528 | Mix
• GR | 425 | 65.45mio | Avg: 1.540 | Bandar
• CC | 428 | 62.16mio | Avg: 1.458 | Mix
• YB | 328 | 48.35mio | Avg: 1.474 | Retail
• XC | 315 | 46.62mio | Avg: 1.480 | Retail",266,"Buyer: Bandar 85%, Seller: Mix 51%"
PGAS,"• NI | 185.9k | 39.28bio | Avg: 2.113 | Bandar
• BK | 167.8k | 34.15bio | Avg: 2.036 | Bandar
• LG | 127.8k | 26.37bio | Avg: 2.066 | Bandar
• ZP | 64.8k | 12.85bio | Avg: 1.983 | Bandar
• DR | 38.2k | 7.69bio | Avg: 2.023 | Retail","• AK | 560.2k | 112.06bio | Avg: 2.000 | Bandar
• MG | 77.2k | 16.48bio | Avg: 2.129 | Mix
• FO | 34.7k | 6.44bio | Avg: 1.854 | Bandar
• PD | 13.1k | 2.57bio | Avg: 1.969 | Mix
• GR | 10.1k | 2.00bio | Avg: 1.966 | Bandar",-110971,"Buyer: Bandar 93%, Seller: Bandar 87%"
PKPK,"• ZP | 15.6k | 3.64bio | Avg: 2.330 | Bandar
• PG | 7.3k | 1.63bio | Avg: 2.219 | Mix
• TP | 5.2k | 1.22bio | Avg: 2.335 | Bandar
• BQ | 2.0k | 361.38mio | Avg: 1.806 | Bandar
• DH | 1.4k | 295.38mio | Avg: 2.134 | Bandar","• CC | 7.9k | 1.82bio | Avg: 2.310 | Mix
• KK | 6.3k | 1.15bio | Avg: 1.818 | Bandar
• YP | 3.5k | 824.12mio | Avg: 2.337 | Mix
• EP | 3.3k | 703.40mio | Avg: 2.138 | Mix
• CP | 3.4k | 696.55mio | Avg: 2.061 | Mix",7146,"Buyer: Bandar 77%, Seller: Mix 74%"
PSKT,"• XL | 176.3k | 4.88bio | Avg: 277 | Retail
• OD | 69.7k | 1.78bio | Avg: 256 | Bandar
• CP | 49.7k | 1.34bio | Avg: 269 | Mix
• YP | 40.4k | 1.09bio | Avg: 271 | Mix
• SQ | 19.4k | 524.33mio | Avg: 270 | Bandar","• ZP | 71.4k | 1.96bio | Avg: 275 | Bandar
• CC | 67.6k | 1.91bio | Avg: 282 | Mix
• DR | 57.4k | 1.59bio | Avg: 278 | Retail
• MG | 50.7k | 1.41bio | Avg: 277 | Mix
• AK | 38.9k | 1.07bio | Avg: 274 | Bandar",69726,"Buyer: Retail 50%, Seller: Mix 41%"
PTBA,"• ZP | 23.4k | 5.86bio | Avg: 2.482 | Bandar
• XL | 18.5k | 4.57bio | Avg: 2.462 | Retail
• NI | 6.7k | 1.58bio | Avg: 2.405 | Bandar
• YP | 5.8k | 1.46bio | Avg: 2.464 | Mix
• CC | 5.9k | 1.39bio | Avg: 2.353 | Mix","• AK | 18.4k | 4.63bio | Avg: 2.468 | Bandar
• FO | 12.7k | 3.08bio | Avg: 2.424 | Bandar
• DX | 11.3k | 2.63bio | Avg: 2.332 | Bandar
• TP | 8.7k | 2.15bio | Avg: 2.454 | Bandar
• BK | 6.8k | 1.83bio | Avg: 2.466 | Bandar",2366,"Buyer: Bandar 50%, Seller: Bandar 100%"
RBMS,"• AZ | 42.8k | 190.21mio | Avg: 44 | Retail
• YP | 14.7k | 75.83mio | Avg: 47 | Mix
• CC | 6.4k | 28.26mio | Avg: 44 | Mix
• YB | 3.0k | 13.20mio | Avg: 44 | Retail","• XL | 27.4k | 125.50mio | Avg: 46 | Retail
• BS | 24.3k | 111.73mio | Avg: 46 | Mix
• ZP | 20.0k | 88.00mio | Avg: 44 | Bandar
• MU | 1.9k | 9.53mio | Avg: 51 | Bandar
• PD | 705 | 3.12mio | Avg: 45 | Mix",-7368,"Buyer: Retail 68%, Seller: Retail 37%"
RDTX,"• XL | 20 | 29.00mio | Avg: 14.500 | Retail
• CC | 4 | 6.62mio | Avg: 16.550 | Mix","• PD | 31 | 46.54mio | Avg: 15.012 | Mix
• XC | 27 | 44.60mio | Avg: 16.520 | Retail",-34,"Buyer: Retail 83%, Seller: Mix 53%"
RUIS,"• YP | 6.6k | 161.31mio | Avg: 243 | Mix
• PC | 1.8k | 40.32mio | Avg: 224 | Bandar
• KK | 1.5k | 38.45mio | Avg: 251 | Bandar
• AK | 1.0k | 23.30mio | Avg: 230 | Bandar
• LG | 701 | 16.54mio | Avg: 236 | Bandar","• GR | 2.1k | 47.81mio | Avg: 223 | Bandar
• EP | 1.2k | 43.65mio | Avg: 251 | Mix
• CC | 1.6k | 40.59mio | Avg: 248 | Mix
• YB | 1.7k | 37.59mio | Avg: 221 | Retail
• PD | 1.4k | 36.04mio | Avg: 250 | Mix",3570,"Buyer: Mix 57%, Seller: Mix 53%"
SCCO,"• PD | 275 | 64.60mio | Avg: 2.363 | Mix
• KK | 232 | 58.63mio | Avg: 2.527 | Bandar
• XL | 170 | 37.64mio | Avg: 2.363 | Retail
• CP | 125 | 31.25mio | Avg: 2.500 | Mix
• AK | 19 | 4.79mio | Avg: 2.522 | Bandar","• CC | 291 | 68.71mio | Avg: 2.361 | Mix
• XC | 176 | 41.95mio | Avg: 2.384 | Retail
• GR | 100 | 25.00mio | Avg: 2.500 | Bandar
• NI | 65 | 16.39mio | Avg: 2.522 | Bandar
• AG | 25 | 6.26mio | Avg: 2.504 | Bandar",164,"Buyer: Mix 49%, Seller: Mix 44%"
SGRO,"• SA | 23.5k | 18.24bio | Avg: 7.765 | Bandar
• AO | 18.1k | 14.07bio | Avg: 7.775 | Bandar
• YJ | 6.6k | 5.10bio | Avg: 7.775 | Retail
• KZ | 4.4k | 3.38bio | Avg: 7.767 | Mix
• AZ | 855 | 664.76mio | Avg: 7.775 | Retail","• SQ | 19.6k | 15.19bio | Avg: 7.761 | Bandar
• XL | 7.6k | 5.92bio | Avg: 7.769 | Retail
• AK | 5.1k | 3.99bio | Avg: 7.775 | Bandar
• CC | 4.3k | 3.33bio | Avg: 7.778 | Mix
• MG | 3.7k | 2.85bio | Avg: 7.776 | Mix",13097,"Buyer: Bandar 78%, Seller: Bandar 61%"
SMAR,"• LG | 3.1k | 1.84bio | Avg: 6.017 | Bandar
• QA | 654 | 360.09mio | Avg: 5.506 | Bandar
• ZP | 592 | 349.63mio | Avg: 5.909 | Bandar
• FZ | 500 | 304.97mio | Avg: 6.099 | Bandar
• AI | 129 | 112.66mio | Avg: 6.071 | Bandar","• DR | 1.3k | 810.13mio | Avg: 6.104 | Retail
• CC | 919 | 555.13mio | Avg: 6.041 | Mix
• GR | 547 | 301.36mio | Avg: 5.509 | Bandar
• KK | 318 | 193.33mio | Avg: 5.844 | Bandar
• PD | 294 | 166.25mio | Avg: 5.655 | Mix",1535,"Buyer: Bandar 100%, Seller: Retail 39%"
SMRA,"• KI | 494.3k | 18.56bio | Avg: 376 | Bandar
• NI | 40.8k | 1.63bio | Avg: 397 | Bandar
• AK | 32.5k | 1.24bio | Avg: 382 | Bandar
• ZP | 10.2k | 407.22mio | Avg: 393 | Bandar
• CP | 6.8k | 258.93mio | Avg: 380 | Mix","• YP | 105.1k | 3.97bio | Avg: 378 | Mix
• PD | 83.8k | 3.21bio | Avg: 383 | Mix
• XL | 68.3k | 2.59bio | Avg: 379 | Retail
• SQ | 59.0k | 2.23bio | Avg: 378 | Bandar
• DR | 46.4k | 1.79bio | Avg: 386 | Retail",222153,"Buyer: Bandar 99%, Seller: Mix 52%"
SRTG,"• XL | 100.2k | 16.98bio | Avg: 1.694 | Retail
• CC | 39.2k | 6.50bio | Avg: 1.666 | Mix
• CP | 26.5k | 4.19bio | Avg: 1.583 | Mix
• YP | 9.8k | 1.69bio | Avg: 1.719 | Mix
• XC | 10.1k | 1.68bio | Avg: 1.675 | Retail","• YU | 73.9k | 11.55bio | Avg: 1.564 | Bandar
• AZ | 37.1k | 6.17bio | Avg: 1.667 | Retail
• KZ | 29.7k | 4.51bio | Avg: 1.627 | Mix
• AI | 24.9k | 4.18bio | Avg: 1.678 | Bandar
• AK | 12.9k | 2.26bio | Avg: 1.742 | Bandar",7290,"Buyer: Retail 59%, Seller: Bandar 63%"
TINS,"• YU | 151.0k | 49.22bio | Avg: 3.259 | Bandar
• LG | 50.3k | 16.19bio | Avg: 3.219 | Bandar
• BB | 45.7k | 14.54bio | Avg: 3.196 | Mix
• NI | 41.0k | 13.12bio | Avg: 3.201 | Bandar
• PP | 27.1k | 8.83bio | Avg: 3.263 | Bandar","• AK | 189.3k | 61.16bio | Avg: 3.230 | Bandar
• BK | 87.0k | 28.20bio | Avg: 3.243 | Bandar
• CC | 65.2k | 21.04bio | Avg: 3.225 | Mix
• DR | 59.5k | 18.94bio | Avg: 3.186 | Retail
• OD | 50.1k | 16.20bio | Avg: 3.236 | Bandar",-136136,"Buyer: Bandar 85%, Seller: Bandar 72%"
TOWR,"• MG | 157.4k | 8.28bio | Avg: 526 | Mix
• YP | 62.3k | 3.22bio | Avg: 517 | Mix
• KK | 51.2k | 2.69bio | Avg: 526 | Bandar
• YU | 36.6k | 1.90bio | Avg: 518 | Bandar
• RG | 26.0k | 1.37bio | Avg: 527 | Bandar","• ZP | 121.6k | 6.26bio | Avg: 515 | Bandar
• AK | 92.2k | 4.76bio | Avg: 516 | Bandar
• SQ | 69.7k | 3.68bio | Avg: 525 | Bandar
• KZ | 62.5k | 3.28bio | Avg: 526 | Mix
• RX | 39.9k | 2.09bio | Avg: 523 | Bandar",-52390,"Buyer: Mix 66%, Seller: Bandar 84%"
TRIS,"• XL | 12.0k | 275.69mio | Avg: 206 | Retail
• PD | 5.3k | 93.83mio | Avg: 178 | Mix
• LG | 806 | 16.12mio | Avg: 200 | Bandar
• KK | 1.3k | 15.44mio | Avg: 169 | Bandar
• OD | 573 | 10.20mio | Avg: 178 | Bandar","• CC | 8.6k | 176.89mio | Avg: 205 | Mix
• NI | 4.6k | 96.24mio | Avg: 208 | Bandar
• XC | 1.9k | 38.32mio | Avg: 206 | Retail
• DX | 1.5k | 29.20mio | Avg: 198 | Bandar
• DR | 1.3k | 25.77mio | Avg: 206 | Retail",2128,"Buyer: Retail 60%, Seller: Mix 48%"
ULTJ,"• AH | 51.4k | 7.36bio | Avg: 1.432 | Bandar
• KZ | 32.1k | 4.73bio | Avg: 1.474 | Mix
• AT | 10.0k | 1.48bio | Avg: 1.474 | Bandar
• KK | 9.2k | 1.42bio | Avg: 1.495 | Bandar
• GR | 5.8k | 831.73mio | Avg: 1.436 | Bandar","• BK | 33.0k | 4.87bio | Avg: 1.475 | Bandar
• DP | 15.9k | 2.32bio | Avg: 1.460 | Bandar
• ZP | 13.6k | 2.05bio | Avg: 1.499 | Bandar
• XL | 8.9k | 1.28bio | Avg: 1.437 | Retail
• LG | 8.5k | 1.18bio | Avg: 1.411 | Bandar",28449,"Buyer: Bandar 70%, Seller: Bandar 89%"
UNIC,• KK | 81 | 76.72mio | Avg: 9.471 | Bandar,"• XL | 36 | 33.87mio | Avg: 9.408 | Retail
• XC | 21 | 19.85mio | Avg: 9.454 | Retail
• GR | 11 | 10.59mio | Avg: 9.625 | Bandar
• SQ | 9 | 8.20mio | Avg: 9.114 | Bandar",4,"Buyer: Bandar 100%, Seller: Retail 74%"
WINS,"• NI | 97.1k | 5.13bio | Avg: 528 | Bandar
• KZ | 16.8k | 826.91mio | Avg: 493 | Mix
• LG | 9.3k | 516.62mio | Avg: 542 | Bandar
• AO | 7.7k | 375.19mio | Avg: 490 | Bandar
• KK | 2.9k | 150.69mio | Avg: 519 | Bandar","• EP | 41.1k | 2.17bio | Avg: 527 | Mix
• CC | 17.3k | 921.93mio | Avg: 532 | Mix
• ZP | 14.9k | 789.15mio | Avg: 530 | Bandar
• YP | 15.3k | 761.88mio | Avg: 505 | Mix
• BK | 11.4k | 613.07mio | Avg: 536 | Bandar",33699,"Buyer: Bandar 87%, Seller: Mix 74%"
POWR,"• CC | 69.9k | 4.89bio | Avg: 699 | Mix
• YP | 37.8k | 2.65bio | Avg: 699 | Mix
• XL | 30.3k | 2.12bio | Avg: 700 | Retail
• LG | 27.3k | 1.91bio | Avg: 699 | Bandar
• XA | 12.3k | 863.94mio | Avg: 700 | Bandar","• NI | 141.3k | 9.88bio | Avg: 699 | Bandar
• YJ | 11.0k | 772.31mio | Avg: 700 | Retail
• OD | 10.9k | 754.15mio | Avg: 695 | Bandar
• YU | 7.3k | 509.61mio | Avg: 698 | Bandar
• ZP | 6.7k | 469.94mio | Avg: 699 | Bandar",583,"Buyer: Mix 61%, Seller: Bandar 94%"
HRTA,"• AI | 19.6k | 4.51bio | Avg: 2.295 | Bandar
• NI | 15.4k | 3.49bio | Avg: 2.272 | Bandar
• SQ | 11.9k | 2.71bio | Avg: 2.281 | Bandar
• YP | 8.3k | 1.91bio | Avg: 2.301 | Mix
• EP | 8.1k | 1.84bio | Avg: 2.274 | Mix","• BK | 16.8k | 3.86bio | Avg: 2.303 | Bandar
• KZ | 16.5k | 3.76bio | Avg: 2.276 | Mix
• AK | 15.7k | 3.60bio | Avg: 2.299 | Bandar
• XL | 11.8k | 2.70bio | Avg: 2.288 | Retail
• DH | 10.4k | 2.35bio | Avg: 2.255 | Bandar",-7829,"Buyer: Bandar 74%, Seller: Bandar 60%"
ZINC,"• MG | 40.4k | 159.36mio | Avg: 39 | Mix
• OK | 30.0k | 114.00mio | Avg: 38 | Retail
• LG | 24.7k | 93.98mio | Avg: 38 | Bandar
• AT | 23.0k | 87.40mio | Avg: 38 | Bandar
• TP | 15.7k | 59.66mio | Avg: 38 | Bandar","• XL | 118.9k | 451.86mio | Avg: 38 | Retail
• YP | 32.0k | 121.75mio | Avg: 38 | Mix
• XC | 23.5k | 89.98mio | Avg: 38 | Retail
• SQ | 12.3k | 46.84mio | Avg: 38 | Bandar
• KK | 7.4k | 30.39mio | Avg: 41 | Bandar",-60342,"Buyer: Bandar 47%, Seller: Retail 73%"
INPS,"• FZ | 3.5k | 161.00mio | Avg: 460 | Bandar
• AO | 2.0k | 92.00mio | Avg: 460 | Bandar
• CC | 305 | 14.03mio | Avg: 460 | Mix
• DR | 300 | 13.80mio | Avg: 460 | Retail
• BR | 100 | 4.60mio | Avg: 460 | Bandar","• YP | 2.7k | 125.30mio | Avg: 460 | Mix
• YB | 2.0k | 93.24mio | Avg: 460 | Retail
• XL | 705 | 32.43mio | Avg: 460 | Retail
• MG | 550 | 25.30mio | Avg: 460 | Mix
• PD | 308 | 14.17mio | Avg: 460 | Mix",-109,"Buyer: Bandar 90%, Seller: Mix 57%"
TCPI,"• TS | 3.2k | 3.35bio | Avg: 10.473 | Bandar
• AG | 3.0k | 3.19bio | Avg: 10.448 | Bandar
• TP | 2.8k | 2.92bio | Avg: 10.327 | Bandar
• ZP | 2.4k | 2.43bio | Avg: 10.280 | Bandar
• SQ | 99 | 100.60mio | Avg: 10.162 | Bandar","• RX | 7.2k | 7.51bio | Avg: 10.353 | Bandar
• CC | 1.9k | 2.01bio | Avg: 10.457 | Mix
• AK | 1.0k | 1.08bio | Avg: 10.414 | Bandar
• NI | 563 | 575.89mio | Avg: 10.229 | Bandar
• BQ | 169 | 168.22mio | Avg: 9.954 | Bandar",566,"Buyer: Bandar 100%, Seller: Bandar 82%"
POLA,"• XA | 18.0k | 124.23mio | Avg: 69 | Bandar
• OD | 8.5k | 66.71mio | Avg: 78 | Bandar
• MG | 6.8k | 50.32mio | Avg: 74 | Mix
• CP | 2.0k | 15.20mio | Avg: 76 | Mix
• YB | 750 | 5.70mio | Avg: 76 | Retail","• XL | 17.9k | 125.36mio | Avg: 70 | Retail
• YP | 13.3k | 100.94mio | Avg: 76 | Mix
• IU | 3.3k | 22.25mio | Avg: 69 | Bandar
• XC | 499 | 4.14mio | Avg: 83 | Retail
• PD | 354 | 2.94mio | Avg: 83 | Mix",815,"Buyer: Bandar 74%, Seller: Retail 52%"
JAYA,"• YP | 10.3k | 115.84mio | Avg: 113 | Mix
• AZ | 10.2k | 107.18mio | Avg: 105 | Retail
• ZP | 7.7k | 84.93mio | Avg: 110 | Bandar
• IU | 7.1k | 73.38mio | Avg: 104 | Bandar
• SF | 4.1k | 47.21mio | Avg: 114 | Bandar","• XL | 19.8k | 212.95mio | Avg: 107 | Retail
• KK | 7.2k | 85.23mio | Avg: 119 | Bandar
• XC | 4.3k | 45.52mio | Avg: 107 | Retail
• NI | 3.7k | 40.82mio | Avg: 109 | Bandar
• PI | 3.0k | 35.70mio | Avg: 119 | Retail",1371,"Buyer: Bandar 48%, Seller: Retail 71%"
JAST,"• AI | 84.2k | 858.85mio | Avg: 102 | Bandar
• XC | 30.1k | 323.83mio | Avg: 107 | Retail
• DR | 23.7k | 237.38mio | Avg: 100 | Retail
• PD | 19.1k | 219.09mio | Avg: 110 | Mix
• MU | 15.0k | 163.50mio | Avg: 109 | Bandar","• XL | 119.8k | 1.21bio | Avg: 101 | Retail
• YP | 22.0k | 265.68mio | Avg: 110 | Mix
• XA | 11.3k | 122.28mio | Avg: 108 | Bandar
• OD | 8.4k | 91.80mio | Avg: 109 | Bandar
• NI | 8.5k | 87.29mio | Avg: 103 | Bandar",2141,"Buyer: Bandar 58%, Seller: Retail 70%"
INOV,"• XL | 71.8k | 1.24bio | Avg: 166 | Retail
• AG | 10.0k | 158.14mio | Avg: 158 | Bandar
• KK | 4.1k | 68.12mio | Avg: 167 | Bandar
• XA | 4.0k | 66.70mio | Avg: 161 | Bandar
• YU | 6.2k | 60.38mio | Avg: 125 | Bandar","• CC | 33.4k | 551.84mio | Avg: 165 | Mix
• CP | 21.8k | 350.46mio | Avg: 161 | Mix
• YP | 16.0k | 262.61mio | Avg: 164 | Mix
• TP | 14.6k | 243.94mio | Avg: 161 | Bandar
• PD | 7.3k | 110.39mio | Avg: 152 | Mix",3037,"Buyer: Retail 75%, Seller: Mix 84%"
SMKL,"• XC | 4.2k | 73.46mio | Avg: 173 | Retail
• PG | 500 | 8.55mio | Avg: 171 | Mix","• OD | 2.0k | 34.80mio | Avg: 174 | Bandar
• CC | 480 | 8.45mio | Avg: 176 | Mix
• XL | 223 | 3.97mio | Avg: 178 | Retail",2043,"Buyer: Retail 89%, Seller: Bandar 74%"
HDIT,"• PD | 34.7k | 221.72mio | Avg: 64 | Mix
• DH | 16.1k | 117.53mio | Avg: 73 | Bandar
• XL | 6.0k | 81.62mio | Avg: 71 | Retail
• BQ | 10.6k | 66.98mio | Avg: 63 | Bandar
• TP | 4.3k | 29.64mio | Avg: 68 | Bandar","• YB | 27.0k | 155.05mio | Avg: 62 | Retail
• XC | 23.8k | 154.95mio | Avg: 65 | Retail
• YP | 14.6k | 103.46mio | Avg: 71 | Mix
• AK | 12.5k | 98.66mio | Avg: 71 | Bandar
• SQ | 3.8k | 27.04mio | Avg: 71 | Bandar",-9985,"Buyer: Mix 48%, Seller: Retail 62%"
KEEN,"• XC | 7.4k | 766.07mio | Avg: 1.033 | Retail
• SQ | 6.0k | 617.81mio | Avg: 1.028 | Bandar
• CC | 5.5k | 530.13mio | Avg: 975 | Mix
• XA | 4.1k | 423.20mio | Avg: 1.043 | Bandar
• AK | 3.9k | 361.20mio | Avg: 981 | Bandar","• XL | 9.7k | 919.25mio | Avg: 981 | Retail
• LG | 7.6k | 804.60mio | Avg: 1.047 | Bandar
• ZP | 5.3k | 519.24mio | Avg: 971 | Bandar
• BK | 2.9k | 318.54mio | Avg: 1.041 | Bandar
• AZ | 3.1k | 305.50mio | Avg: 981 | Retail",-1759,"Buyer: Bandar 52%, Seller: Bandar 55%"
REAL,"• CP | 710.3k | 5.11bio | Avg: 72 | Mix
• XC | 83.2k | 577.71mio | Avg: 69 | Retail
• YP | 66.0k | 447.94mio | Avg: 70 | Mix
• AK | 72.7k | 440.48mio | Avg: 65 | Bandar
• KI | 56.9k | 421.23mio | Avg: 74 | Bandar","• BR | 405.6k | 2.88bio | Avg: 72 | Bandar
• BK | 150.6k | 1.09bio | Avg: 72 | Bandar
• CC | 115.9k | 805.74mio | Avg: 70 | Mix
• KK | 102.8k | 712.84mio | Avg: 70 | Bandar
• ZP | 85.1k | 577.56mio | Avg: 68 | Bandar",129194,"Buyer: Mix 78%, Seller: Bandar 87%"
PMJS,"• KK | 3.7k | 40.39mio | Avg: 110 | Bandar
• AN | 811 | 8.76mio | Avg: 108 | Bandar
• AK | 1 | 11.60k | Avg: 116 | Bandar",• YP | 3.5k | 38.84mio | Avg: 110 | Mix,953,"Buyer: Bandar 100%, Seller: Mix 100%"
CSRA,"• ZP | 5.9k | 535.07mio | Avg: 912 | Bandar
• YP | 3.6k | 333.02mio | Avg: 931 | Mix
• AZ | 931 | 87.47mio | Avg: 939 | Retail
• CC | 708 | 58.95mio | Avg: 916 | Mix
• NI | 530 | 51.36mio | Avg: 969 | Bandar","• XL | 3.3k | 308.10mio | Avg: 922 | Retail
• DH | 3.0k | 276.20mio | Avg: 925 | Bandar
• TP | 1.5k | 140.55mio | Avg: 918 | Bandar
• XC | 1.2k | 106.82mio | Avg: 906 | Retail
• AR | 1.0k | 90.00mio | Avg: 900 | Bandar",1578,"Buyer: Bandar 55%, Seller: Bandar 55%"
INDO,"• XL | 95.3k | 3.51bio | Avg: 369 | Retail
• YP | 62.9k | 2.15bio | Avg: 342 | Mix
• XA | 40.1k | 1.50bio | Avg: 374 | Bandar
• AO | 43.4k | 1.48bio | Avg: 342 | Bandar
• AG | 28.0k | 1.05bio | Avg: 374 | Bandar","• EP | 114.5k | 4.28bio | Avg: 374 | Mix
• MG | 86.7k | 3.24bio | Avg: 373 | Mix
• IU | 55.6k | 2.08bio | Avg: 374 | Bandar
• PC | 46.1k | 1.73bio | Avg: 374 | Bandar
• AZ | 43.4k | 1.63bio | Avg: 374 | Retail",-76658,"Buyer: Bandar 41%, Seller: Mix 58%"
DMND,"• XL | 1.0k | 75.56mio | Avg: 736 | Retail
• CC | 469 | 35.57mio | Avg: 758 | Mix
• ES | 100 | 6.80mio | Avg: 680 | Mix
• XC | 87 | 5.39mio | Avg: 698 | Retail
• TF | 18 | 1.47mio | Avg: 815 | Retail","• YP | 645 | 45.86mio | Avg: 711 | Mix
• SQ | 617 | 43.19mio | Avg: 700 | Bandar
• TP | 255 | 19.64mio | Avg: 770 | Bandar
• PD | 70 | 5.70mio | Avg: 814 | Mix",116,"Buyer: Retail 67%, Seller: Bandar 55%"
TAMA,"• XL | 34.3k | 161.04mio | Avg: 47 | Retail
• YJ | 15.0k | 70.50mio | Avg: 47 | Retail
• YB | 7.5k | 35.48mio | Avg: 47 | Retail
• YP | 4.3k | 20.30mio | Avg: 47 | Mix","• CP | 29.1k | 134.07mio | Avg: 46 | Mix
• CC | 19.5k | 91.69mio | Avg: 47 | Mix
• AT | 16.9k | 79.54mio | Avg: 47 | Bandar
• PD | 550 | 2.58mio | Avg: 47 | Mix",-4993,"Buyer: Retail 93%, Seller: Mix 74%"
CASH,"• PD | 31.6k | 444.65mio | Avg: 144 | Mix
• CP | 5.5k | 91.12mio | Avg: 166 | Mix
• ZP | 2.8k | 47.41mio | Avg: 168 | Bandar
• BB | 2.6k | 39.76mio | Avg: 153 | Mix
• YB | 1.8k | 37.20mio | Avg: 168 | Retail","• IN | 10.0k | 168.00mio | Avg: 168 | Bandar
• XL | 10.5k | 144.26mio | Avg: 148 | Retail
• YP | 7.0k | 106.65mio | Avg: 152 | Mix
• MG | 5.8k | 97.44mio | Avg: 168 | Mix
• XC | 6.7k | 97.03mio | Avg: 144 | Retail",4320,"Buyer: Mix 90%, Seller: Retail 43%"
SOHO,"• CC | 1.1k | 197.66mio | Avg: 1.817 | Mix
• CP | 441 | 79.23mio | Avg: 1.797 | Mix
• XL | 328 | 58.76mio | Avg: 1.799 | Retail
• GR | 152 | 26.90mio | Avg: 1.781 | Bandar
• AN | 2 | 356.00k | Avg: 1.780 | Bandar","• PD | 1.0k | 181.62mio | Avg: 1.788 | Mix
• XC | 713 | 127.93mio | Avg: 1.797 | Retail
• KK | 371 | 67.00mio | Avg: 1.806 | Bandar
• AZ | 179 | 32.43mio | Avg: 1.812 | Retail
• XA | 50 | 8.90mio | Avg: 1.780 | Bandar",-318,"Buyer: Mix 76%, Seller: Mix 44%"
PLAN,"• AG | 32.4k | 311.18mio | Avg: 96 | Bandar
• XL | 17.7k | 163.08mio | Avg: 92 | Retail
• AI | 13.5k | 129.67mio | Avg: 96 | Bandar
• AZ | 7.2k | 67.90mio | Avg: 94 | Retail
• CC | 5.6k | 51.99mio | Avg: 93 | Mix","• HD | 67.3k | 646.01mio | Avg: 96 | Bandar
• MG | 12.9k | 119.41mio | Avg: 93 | Mix
• PD | 7.2k | 62.94mio | Avg: 87 | Mix
• DR | 2.3k | 22.19mio | Avg: 96 | Retail
• LG | 1.0k | 8.70mio | Avg: 87 | Bandar",-14309,"Buyer: Bandar 60%, Seller: Bandar 75%"
ATAP,"• IF | 31.2k | 2.80bio | Avg: 895 | Mix
• HD | 16.9k | 1.58bio | Avg: 895 | Bandar
• DH | 9.1k | 759.10mio | Avg: 832 | Bandar
• AG | 8.2k | 693.90mio | Avg: 846 | Bandar
• XL | 5.4k | 495.29mio | Avg: 874 | Retail","• CP | 66.8k | 5.92bio | Avg: 886 | Mix
• SH | 4.3k | 382.37mio | Avg: 879 | Bandar
• YB | 3.4k | 329.28mio | Avg: 883 | Retail
• PC | 3.2k | 287.95mio | Avg: 886 | Bandar
• BR | 3.0k | 264.30mio | Avg: 881 | Bandar",-9896,"Buyer: Bandar 48%, Seller: Mix 83%"
